id,title,difficulty,related_topics,acceptance_rate,url,rating,asked_by_faang
1215,Stepping Numbers,Medium,Backtracking,43.6,https://leetcode.com/problems/stepping-numbers,91,1
1216,Valid Palindrome III,Hard,"String,Dynamic Programming",50.0,https://leetcode.com/problems/valid-palindrome-iii,98,1
1217,Minimum Cost to Move Chips to The Same Position,Easy,"Array,Math,Greedy",71.0,https://leetcode.com/problems/minimum-cost-to-move-chips-to-the-same-position,87,0
1218,Longest Arithmetic Subsequence of Given Difference,Medium,"Hash Table,Math,Dynamic Programming",46.8,https://leetcode.com/problems/longest-arithmetic-subsequence-of-given-difference,94,1
1219,Path with Maximum Gold,Medium,Backtracking,65.9,https://leetcode.com/problems/path-with-maximum-gold,96,1
1220,Count Vowels Permutation,Hard,Dynamic Programming,54.0,https://leetcode.com/problems/count-vowels-permutation,84,0
1221,Split a String in Balanced Strings,Easy,"String,Greedy",84.3,https://leetcode.com/problems/split-a-string-in-balanced-strings,63,0
1222,Queens That Can Attack the King,Medium,Array,69.4,https://leetcode.com/problems/queens-that-can-attack-the-king,83,0
1223,Dice Roll Simulation,Hard,Dynamic Programming,46.7,https://leetcode.com/problems/dice-roll-simulation,76,0
1224,Maximum Equal Frequency,Hard,Hash Table,35.5,https://leetcode.com/problems/maximum-equal-frequency,89,0
1227,Airplane Seat Assignment Probability,Medium,"Math,Dynamic Programming,Brainteaser",62.2,https://leetcode.com/problems/airplane-seat-assignment-probability,36,0
1228,Missing Number In Arithmetic Progression,Easy,Math,51.0,https://leetcode.com/problems/missing-number-in-arithmetic-progression,90,0
1229,Meeting Scheduler,Medium,"Two Pointers,Sort,Line Sweep",54.4,https://leetcode.com/problems/meeting-scheduler,95,1
1230,Toss Strange Coins,Medium,"Math,Dynamic Programming",50.4,https://leetcode.com/problems/toss-strange-coins,95,0
1231,Divide Chocolate,Hard,"Binary Search,Greedy",53.7,https://leetcode.com/problems/divide-chocolate,93,1
1232,Check If It Is a Straight Line,Easy,"Array,Math,Geometry",43.2,https://leetcode.com/problems/check-if-it-is-a-straight-line,86,0
1233,Remove Sub-Folders from the Filesystem,Medium,"Array,String",62.4,https://leetcode.com/problems/remove-sub-folders-from-the-filesystem,86,1
1234,Replace the Substring for Balanced String,Medium,"Two Pointers,String",34.6,https://leetcode.com/problems/replace-the-substring-for-balanced-string,82,0
1235,Maximum Profit in Job Scheduling,Hard,"Binary Search,Dynamic Programming,Sort",47.6,https://leetcode.com/problems/maximum-profit-in-job-scheduling,99,1
1236,Web Crawler,Medium,"Depth-first Search,Breadth-first Search",64.7,https://leetcode.com/problems/web-crawler,45,1
1237,Find Positive Integer Solution for a Given Equation,Medium,"Math,Binary Search",70.1,https://leetcode.com/problems/find-positive-integer-solution-for-a-given-equation,20,1
1238,Circular Permutation in Binary Representation,Medium,Math,66.4,https://leetcode.com/problems/circular-permutation-in-binary-representation,53,0
1239,Maximum Length of a Concatenated String with Unique Characters,Medium,"Backtracking,Bit Manipulation",49.9,https://leetcode.com/problems/maximum-length-of-a-concatenated-string-with-unique-characters,91,0
1240,Tiling a Rectangle with the Fewest Squares,Hard,"Dynamic Programming,Backtracking",52.8,https://leetcode.com/problems/tiling-a-rectangle-with-the-fewest-squares,50,1
1242,Web Crawler Multithreaded,Medium,"Depth-first Search,Breadth-first Search",47.6,https://leetcode.com/problems/web-crawler-multithreaded,83,0
1243,Array Transformation,Easy,Array,50.0,https://leetcode.com/problems/array-transformation,67,0
1244,Design A Leaderboard,Medium,"Hash Table,Sort,Design",66.5,https://leetcode.com/problems/design-a-leaderboard,81,1
1245,Tree Diameter,Medium,"Tree,Depth-first Search,Breadth-first Search",61.3,https://leetcode.com/problems/tree-diameter,98,1
1246,Palindrome Removal,Hard,Dynamic Programming,45.8,https://leetcode.com/problems/palindrome-removal,97,0
1247,Minimum Swaps to Make Strings Equal,Medium,"String,Greedy",62.9,https://leetcode.com/problems/minimum-swaps-to-make-strings-equal,75,0
1248,Count Number of Nice Subarrays,Medium,Two Pointers,56.1,https://leetcode.com/problems/count-number-of-nice-subarrays,97,0
1249,Minimum Remove to Make Valid Parentheses,Medium,"String,Stack",64.2,https://leetcode.com/problems/minimum-remove-to-make-valid-parentheses,98,1
1250,Check If It Is a Good Array,Hard,Math,56.2,https://leetcode.com/problems/check-if-it-is-a-good-array,39,0
1253,Reconstruct a 2-Row Binary Matrix,Medium,"Math,Greedy",41.8,https://leetcode.com/problems/reconstruct-a-2-row-binary-matrix,92,0
1254,Number of Closed Islands,Medium,Depth-first Search,61.8,https://leetcode.com/problems/number-of-closed-islands,97,1
1255,Maximum Score Words Formed by Letters,Hard,Bit Manipulation,70.1,https://leetcode.com/problems/maximum-score-words-formed-by-letters,91,1
1256,Encode Number,Medium,"Math,Bit Manipulation",67.9,https://leetcode.com/problems/encode-number,23,0
1257,Smallest Common Region,Medium,Tree,61.1,https://leetcode.com/problems/smallest-common-region,91,0
1258,Synonymous Sentences,Medium,Backtracking,62.3,https://leetcode.com/problems/synonymous-sentences,75,1
1259,Handshakes That Don't Cross,Hard,"Math,Dynamic Programming",54.3,https://leetcode.com/problems/handshakes-that-dont-cross,93,1
1260,Shift 2D Grid,Easy,Array,61.8,https://leetcode.com/problems/shift-2d-grid,72,1
1261,Find Elements in a Contaminated Binary Tree,Medium,"Hash Table,Tree",74.6,https://leetcode.com/problems/find-elements-in-a-contaminated-binary-tree,86,1
1262,Greatest Sum Divisible by Three,Medium,Dynamic Programming,49.9,https://leetcode.com/problems/greatest-sum-divisible-by-three,97,1
1266,Minimum Time Visiting All Points,Easy,"Array,Geometry",79.3,https://leetcode.com/problems/minimum-time-visiting-all-points,86,1
1267,Count Servers that Communicate,Medium,"Array,Graph",57.8,https://leetcode.com/problems/count-servers-that-communicate,91,1
1268,Search Suggestions System,Medium,String,64.7,https://leetcode.com/problems/search-suggestions-system,91,1
1269,Number of Ways to Stay in the Same Place After Some Steps,Hard,Dynamic Programming,43.3,https://leetcode.com/problems/number-of-ways-to-stay-in-the-same-place-after-some-steps,95,1
1271,Hexspeak,Easy,"Math,String",55.5,https://leetcode.com/problems/hexspeak,37,0
1272,Remove Interval,Medium,"Math,Line Sweep",58.3,https://leetcode.com/problems/remove-interval,92,1
1273,Delete Tree Nodes,Medium,"Dynamic Programming,Depth-first Search",62.0,https://leetcode.com/problems/delete-tree-nodes,77,0
1274,Number of Ships in a Rectangle,Hard,Divide and Conquer,65.9,https://leetcode.com/problems/number-of-ships-in-a-rectangle,86,0
1275,Find Winner on a Tic Tac Toe Game,Easy,Array,52.8,https://leetcode.com/problems/find-winner-on-a-tic-tac-toe-game,77,1
1276,Number of Burgers with No Waste of Ingredients,Medium,"Math,Greedy",50.2,https://leetcode.com/problems/number-of-burgers-with-no-waste-of-ingredients,47,0
1277,Count Square Submatrices with All Ones,Medium,"Array,Dynamic Programming",72.8,https://leetcode.com/problems/count-square-submatrices-with-all-ones,98,1
1278,Palindrome Partitioning III,Hard,Dynamic Programming,61.1,https://leetcode.com/problems/palindrome-partitioning-iii,98,1
1281,Subtract the Product and Sum of Digits of an Integer,Easy,Math,85.6,https://leetcode.com/problems/subtract-the-product-and-sum-of-digits-of-an-integer,79,0
1282,Group the People Given the Group Size They Belong To,Medium,Greedy,84.4,https://leetcode.com/problems/group-the-people-given-the-group-size-they-belong-to,59,0
1283,Find the Smallest Divisor Given a Threshold,Medium,Binary Search,49.9,https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold,85,1
1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,Hard,Breadth-first Search,70.1,https://leetcode.com/problems/minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,90,1
1286,Iterator for Combination,Medium,"Backtracking,Design",70.9,https://leetcode.com/problems/iterator-for-combination,93,1
1287,Element Appearing More Than 25% In Sorted Array,Easy,Array,60.2,https://leetcode.com/problems/element-appearing-more-than-25-in-sorted-array,94,1
1288,Remove Covered Intervals,Medium,"Greedy,Sort,Line Sweep",57.4,https://leetcode.com/problems/remove-covered-intervals,96,1
1289,Minimum Falling Path Sum II,Hard,Dynamic Programming,62.6,https://leetcode.com/problems/minimum-falling-path-sum-ii,91,0
1290,Convert Binary Number in a Linked List to Integer,Easy,"Linked List,Bit Manipulation",81.7,https://leetcode.com/problems/convert-binary-number-in-a-linked-list-to-integer,95,0
1291,Sequential Digits,Medium,Backtracking,57.4,https://leetcode.com/problems/sequential-digits,91,1
1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,Medium,"Array,Binary Search",50.9,https://leetcode.com/problems/maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold,93,1
1293,Shortest Path in a Grid with Obstacles Elimination,Hard,Breadth-first Search,43.1,https://leetcode.com/problems/shortest-path-in-a-grid-with-obstacles-elimination,98,1
1295,Find Numbers with Even Number of Digits,Easy,Array,78.8,https://leetcode.com/problems/find-numbers-with-even-number-of-digits,89,0
1296,Divide Array in Sets of K Consecutive Numbers,Medium,"Array,Greedy",55.7,https://leetcode.com/problems/divide-array-in-sets-of-k-consecutive-numbers,91,0
1297,Maximum Number of Occurrences of a Substring,Medium,"String,Bit Manipulation",50.6,https://leetcode.com/problems/maximum-number-of-occurrences-of-a-substring,64,1
1298,Maximum Candies You Can Get from Boxes,Hard,Breadth-first Search,59.8,https://leetcode.com/problems/maximum-candies-you-can-get-from-boxes,56,0
1299,Replace Elements with Greatest Element on Right Side,Easy,Array,74.6,https://leetcode.com/problems/replace-elements-with-greatest-element-on-right-side,84,1
1300,Sum of Mutated Array Closest to Target,Medium,"Array,Binary Search",43.1,https://leetcode.com/problems/sum-of-mutated-array-closest-to-target,87,0
1301,Number of Paths with Max Score,Hard,Dynamic Programming,38.2,https://leetcode.com/problems/number-of-paths-with-max-score,95,0
1302,Deepest Leaves Sum,Medium,"Tree,Depth-first Search",84.2,https://leetcode.com/problems/deepest-leaves-sum,95,1
1304,Find N Unique Integers Sum up to Zero,Easy,Array,76.7,https://leetcode.com/problems/find-n-unique-integers-sum-up-to-zero,64,0
1305,All Elements in Two Binary Search Trees,Medium,"Sort,Tree",77.8,https://leetcode.com/problems/all-elements-in-two-binary-search-trees,96,1
1306,Jump Game III,Medium,"Depth-first Search,Breadth-first Search,Recursion",62.2,https://leetcode.com/problems/jump-game-iii,97,0
1307,Verbal Arithmetic Puzzle,Hard,"Math,Backtracking",36.6,https://leetcode.com/problems/verbal-arithmetic-puzzle,76,0
1309,Decrypt String from Alphabet to Integer Mapping,Easy,String,77.8,https://leetcode.com/problems/decrypt-string-from-alphabet-to-integer-mapping,91,1
1310,XOR Queries of a Subarray,Medium,Bit Manipulation,69.5,https://leetcode.com/problems/xor-queries-of-a-subarray,95,1
1311,Get Watched Videos by Your Friends,Medium,"Hash Table,String,Breadth-first Search",44.3,https://leetcode.com/problems/get-watched-videos-by-your-friends,39,1
1312,Minimum Insertion Steps to Make a String Palindrome,Hard,Dynamic Programming,60.0,https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome,98,1
1313,Decompress Run-Length Encoded List,Easy,Array,85.4,https://leetcode.com/problems/decompress-run-length-encoded-list,36,1
1314,Matrix Block Sum,Medium,Dynamic Programming,73.7,https://leetcode.com/problems/matrix-block-sum,85,1
1315,Sum of Nodes with Even-Valued Grandparent,Medium,"Tree,Depth-first Search",84.2,https://leetcode.com/problems/sum-of-nodes-with-even-valued-grandparent,96,1
1316,Distinct Echo Substrings,Hard,"String,Rolling Hash",49.7,https://leetcode.com/problems/distinct-echo-substrings,45,1
1317,Convert Integer to the Sum of Two No-Zero Integers,Easy,Math,56.9,https://leetcode.com/problems/convert-integer-to-the-sum-of-two-no-zero-integers,51,0
1318,Minimum Flips to Make a OR b Equal to c,Medium,Bit Manipulation,63.9,https://leetcode.com/problems/minimum-flips-to-make-a-or-b-equal-to-c,91,0
1319,Number of Operations to Make Network Connected,Medium,"Depth-first Search,Breadth-first Search,Union Find",55.5,https://leetcode.com/problems/number-of-operations-to-make-network-connected,98,1
1320,Minimum Distance to Type a Word Using Two Fingers,Hard,Dynamic Programming,61.7,https://leetcode.com/problems/minimum-distance-to-type-a-word-using-two-fingers,96,1
1323,Maximum 69 Number,Easy,Math,77.9,https://leetcode.com/problems/maximum-69-number,86,0
1324,Print Words Vertically,Medium,String,58.9,https://leetcode.com/problems/print-words-vertically,78,0
1325,Delete Leaves With a Given Value,Medium,Tree,73.8,https://leetcode.com/problems/delete-leaves-with-a-given-value,98,1
1326,Minimum Number of Taps to Open to Water a Garden,Hard,"Dynamic Programming,Greedy",47.5,https://leetcode.com/problems/minimum-number-of-taps-to-open-to-water-a-garden,91,1
1328,Break a Palindrome,Medium,String,47.6,https://leetcode.com/problems/break-a-palindrome,50,1
1329,Sort the Matrix Diagonally,Medium,"Array,Sort",81.7,https://leetcode.com/problems/sort-the-matrix-diagonally,86,1
1330,Reverse Subarray To Maximize Array Value,Hard,"Array,Math",36.8,https://leetcode.com/problems/reverse-subarray-to-maximize-array-value,89,0
1331,Rank Transform of an Array,Easy,Array,57.3,https://leetcode.com/problems/rank-transform-of-an-array,92,1
1332,Remove Palindromic Subsequences,Easy,String,68.3,https://leetcode.com/problems/remove-palindromic-subsequences,32,1
1333,"Filter Restaurants by Vegan-Friendly, Price and Distance",Medium,"Array,Sort",57.4,https://leetcode.com/problems/filter-restaurants-by-vegan-friendly-price-and-distance,51,1
1334,Find the City With the Smallest Number of Neighbors at a Threshold Distance,Medium,Graph,47.2,https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,94,0
1335,Minimum Difficulty of a Job Schedule,Hard,Dynamic Programming,56.6,https://leetcode.com/problems/minimum-difficulty-of-a-job-schedule,89,1
1337,The K Weakest Rows in a Matrix,Easy,"Array,Binary Search",72.0,https://leetcode.com/problems/the-k-weakest-rows-in-a-matrix,94,1
1338,Reduce Array Size to The Half,Medium,"Array,Greedy",67.7,https://leetcode.com/problems/reduce-array-size-to-the-half,92,0
1339,Maximum Product of Splitted Binary Tree,Medium,"Dynamic Programming,Tree,Depth-first Search",38.5,https://leetcode.com/problems/maximum-product-of-splitted-binary-tree,92,1
1340,Jump Game V,Hard,Dynamic Programming,59.3,https://leetcode.com/problems/jump-game-v,96,0
1342,Number of Steps to Reduce a Number to Zero,Easy,Bit Manipulation,85.7,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-to-zero,91,1
1343,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,Medium,Array,64.9,https://leetcode.com/problems/number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,84,0
1344,Angle Between Hands of a Clock,Medium,Math,61.3,https://leetcode.com/problems/angle-between-hands-of-a-clock,81,1
1345,Jump Game IV,Hard,Breadth-first Search,41.9,https://leetcode.com/problems/jump-game-iv,93,1
1346,Check If N and Its Double Exist,Easy,Array,36.0,https://leetcode.com/problems/check-if-n-and-its-double-exist,85,1
1347,Minimum Number of Steps to Make Two Strings Anagram,Medium,String,75.1,https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram,93,0
1348,Tweet Counts Per Frequency,Medium,Design,37.0,https://leetcode.com/problems/tweet-counts-per-frequency,44,0
1349,Maximum Students Taking Exam,Hard,Dynamic Programming,44.2,https://leetcode.com/problems/maximum-students-taking-exam,97,0
1351,Count Negative Numbers in a Sorted Matrix,Easy,"Array,Binary Search",75.8,https://leetcode.com/problems/count-negative-numbers-in-a-sorted-matrix,95,1
1352,Product of the Last K Numbers,Medium,"Array,Design",45.0,https://leetcode.com/problems/product-of-the-last-k-numbers,95,1
1353,Maximum Number of Events That Can Be Attended,Medium,"Greedy,Sort,Segment Tree",30.6,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended,88,0
